symbol,current_price,total_score,avg_volume_10d,trend1_pass,trend1_current,trend1_threshold,trend1_description,trend2_pass,trend2_current,trend2_threshold,trend2_description,snapback_pass,snapback_current,snapback_threshold,snapback_description,momentum_pass,momentum_current,momentum_threshold,momentum_description,stabilizing_pass,stabilizing_current,stabilizing_threshold,stabilizing_description,calculation_timestamp,data_age_hours
TJX,128.56,2,"6,732,828",false,128.56,128.71,Price ($128.56) is below the 20-day EMA ($128.71),true,128.56,125.28,Price ($128.56) is above the 100-day EMA ($125.28),false,51.0,50.0,RSI (51.0) is above the threshold (50),true,128.56,126.90,Current price ($128.56) is above last week's close ($126.90),false,1.90,1.81,3-day ATR (1.90) is higher than 6-day ATR (1.81),2025-06-04T19:28:46,0
COP,85.96,2,"8,165,314",false,85.96,87.86,Price ($85.96) is below the 20-day EMA ($87.86),false,85.96,94.35,Price ($85.96) is below the 100-day EMA ($94.35),true,44.4,50.0,RSI (44.4) is below the threshold (50),true,85.96,85.35,Current price ($85.96) is above last week's close ($85.35),false,2.82,2.26,3-day ATR (2.82) is higher than 6-day ATR (2.26),2025-06-04T19:28:47,0
CEG,301.83,2,"3,853,589",true,301.83,289.74,Price ($301.83) is above the 20-day EMA ($289.74),true,301.83,255.69,Price ($301.83) is above the 100-day EMA ($255.69),false,54.4,50.0,RSI (54.4) is above the threshold (50),false,301.83,306.15,Current price ($301.83) is below last week's close ($306.15),false,18.01,13.68,3-day ATR (18.01) is higher than 6-day ATR (13.68),2025-06-04T19:28:48,0
ZTS,168.54,2,"2,746,946",true,168.54,163.83,Price ($168.54) is above the 20-day EMA ($163.83),true,168.54,162.72,Price ($168.54) is above the 100-day EMA ($162.72),false,64.7,50.0,RSI (64.7) is above the threshold (50),false,168.54,168.63,Current price ($168.54) is below last week's close ($168.63),false,3.19,3.14,3-day ATR (3.19) is higher than 6-day ATR (3.14),2025-06-04T19:28:49,0
SBUX,88.20,2,"8,902,147",true,88.20,85.30,Price ($88.20) is above the 20-day EMA ($85.30),false,88.20,91.69,Price ($88.20) is below the 100-day EMA ($91.69),false,61.5,50.0,RSI (61.5) is above the threshold (50),true,88.20,83.95,Current price ($88.20) is above last week's close ($83.95),false,2.51,2.33,3-day ATR (2.51) is higher than 6-day ATR (2.33),2025-06-04T19:28:50,0
ADP,326.38,3,"1,502,847",true,326.38,318.76,Price ($326.38) is above the 20-day EMA ($318.76),true,326.38,305.76,Price ($326.38) is above the 100-day EMA ($305.76),false,69.0,50.0,RSI (69.1) is above the threshold (50),true,326.38,325.53,Current price ($326.38) is above last week's close ($325.53),false,4.09,3.93,3-day ATR (4.09) is higher than 6-day ATR (3.93),2025-06-04T19:27:08,0
DE,508.11,3,"1,010,778",true,508.11,503.50,Price ($508.11) is above the 20-day EMA ($503.50),true,508.11,474.01,Price ($508.11) is above the 100-day EMA ($474.01),false,54.8,50.0,RSI (54.8) is above the threshold (50),true,508.11,506.26,Current price ($508.11) is above last week's close ($506.26),false,8.58,8.46,3-day ATR (8.58) is higher than 6-day ATR (8.46),2025-06-04T19:27:17,0
CTAS,228.13,4,"1,283,097",true,228.13,221.51,Price ($228.13) is above the 20-day EMA ($221.51),true,228.13,210.19,Price ($228.13) is above the 100-day EMA ($210.19),false,70.5,50.0,RSI (70.5) is above the threshold (50),true,228.13,226.50,Current price ($228.13) is above last week's close ($226.50),true,2.54,2.62,3-day ATR (2.54) is lower than 6-day ATR (2.62),2025-06-04T19:27:21,0
SPGI,515.68,3,"1,093,982",true,515.68,510.58,Price ($515.68) is above the 20-day EMA ($510.58),true,515.68,502.71,Price ($515.68) is above the 100-day EMA ($502.71),false,54.4,50.0,RSI (54.4) is above the threshold (50),true,515.68,512.86,Current price ($515.68) is above last week's close ($512.86),false,8.18,7.10,3-day ATR (8.18) is higher than 6-day ATR (7.10),2025-06-04T19:27:24,0
ABT,133.59,4,"5,850,688",true,133.59,132.68,Price ($133.59) is above the 20-day EMA ($132.68),true,133.59,128.82,Price ($133.59) is above the 100-day EMA ($128.82),false,54.6,50.0,RSI (54.7) is above the threshold (50),true,133.59,133.58,Current price ($133.59) is above last week's close ($133.58),true,1.94,1.95,3-day ATR (1.94) is lower than 6-day ATR (1.95),2025-06-04T19:27:50,0
AJG,338.88,1,"1,047,312",false,338.88,339.42,Price ($338.88) is below the 20-day EMA ($339.42),true,338.88,325.99,Price ($338.88) is above the 100-day EMA ($325.99),false,51.1,50.0,RSI (51.1) is above the threshold (50),false,338.88,347.44,Current price ($338.88) is below last week's close ($347.44),false,8.28,6.91,3-day ATR (8.28) is higher than 6-day ATR (6.91),2025-06-04T19:27:54,0
IBM,265.69,4,"3,380,090",true,265.69,258.99,Price ($265.69) is above the 20-day EMA ($258.99),true,265.69,245.66,Price ($265.69) is above the 100-day EMA ($245.66),false,60.7,50.0,RSI (60.7) is above the threshold (50),true,265.69,259.06,Current price ($265.69) is above last week's close ($259.06),true,3.98,4.06,3-day ATR (3.98) is lower than 6-day ATR (4.06),2025-06-04T19:28:12,0
PG,166.94,2,"6,831,481",true,166.94,165.43,Price ($166.94) is above the 20-day EMA ($165.43),true,166.94,166.23,Price ($166.94) is above the 100-day EMA ($166.23),false,57.5,50.0,RSI (57.5) is above the threshold (50),false,166.94,169.89,Current price ($166.94) is below last week's close ($169.89),false,2.48,2.37,3-day ATR (2.48) is higher than 6-day ATR (2.37),2025-06-04T19:28:15,0
COR,290.22,3,"1,334,241",true,290.22,289.50,Price ($290.22) is above the 20-day EMA ($289.50),true,290.22,272.22,Price ($290.22) is above the 100-day EMA ($272.22),false,52.6,50.0,RSI (52.6) is above the threshold (50),false,290.22,291.24,Current price ($290.22) is below last week's close ($291.24),true,4.98,5.02,3-day ATR (4.98) is lower than 6-day ATR (5.02),2025-06-04T19:33:02,0
AIG,85.17,3,"3,469,218",true,85.17,83.61,Price ($85.17) is above the 20-day EMA ($83.61),true,85.17,80.82,Price ($85.17) is above the 100-day EMA ($80.82),false,64.5,50.0,RSI (64.5) is above the threshold (50),true,85.17,84.64,Current price ($85.17) is above last week's close ($84.64),false,1.53,1.40,3-day ATR (1.53) is higher than 6-day ATR (1.40),2025-06-04T19:33:22,0
NEM,55.26,3,"10,776,764",true,55.26,53.03,Price ($55.26) is above the 20-day EMA ($53.03),true,55.26,48.86,Price ($55.26) is above the 100-day EMA ($48.86),false,64.7,50.0,RSI (64.7) is above the threshold (50),true,55.26,52.72,Current price ($55.26) is above last week's close ($52.72),false,1.74,1.25,3-day ATR (1.74) is higher than 6-day ATR (1.25),2025-06-04T19:33:41,0
AWK,139.53,2,"1,330,618",false,139.53,142.41,Price ($139.53) is below the 20-day EMA ($142.41),false,139.53,139.98,Price ($139.53) is below the 100-day EMA ($139.98),true,43.4,50.0,RSI (43.4) is below the threshold (50),false,139.53,142.97,Current price ($139.53) is below last week's close ($142.97),true,2.45,2.54,3-day ATR (2.45) is lower than 6-day ATR (2.54),2025-06-04T19:34:04,0
MCK,713.01,2,"760,335",true,713.01,711.03,Price ($713.01) is above the 20-day EMA ($711.03),true,713.01,669.89,Price ($713.01) is above the 100-day EMA ($669.89),false,52.5,50.0,RSI (52.5) is above the threshold (50),false,713.01,719.51,Current price ($713.01) is below last week's close ($719.51),false,12.16,11.49,3-day ATR (12.16) is higher than 6-day ATR (11.49),2025-06-04T19:27:19,0
AON,373.53,3,"1,065,402",true,373.53,365.06,Price ($373.53) is above the 20-day EMA ($365.06),true,373.53,372.16,Price ($373.53) is above the 100-day EMA ($372.16),false,66.9,50.0,RSI (66.9) is above the threshold (50),true,373.53,372.08,Current price ($373.53) is above last week's close ($372.08),false,7.63,7.23,3-day ATR (7.64) is higher than 6-day ATR (7.23),2025-06-04T19:27:22,0
GD,275.64,3,"1,004,152",true,275.64,275.63,Price ($275.64) is above the 20-day EMA ($275.63),true,275.64,270.61,Price ($275.64) is above the 100-day EMA ($270.61),false,51.6,50.0,RSI (51.6) is above the threshold (50),false,275.64,278.49,Current price ($275.64) is below last week's close ($278.49),true,3.33,4.31,3-day ATR (3.33) is lower than 6-day ATR (4.31),2025-06-04T19:27:43,0
ECL,267.37,3,"1,088,625",true,267.37,260.02,Price ($267.37) is above the 20-day EMA ($260.02),true,267.37,251.93,Price ($267.37) is above the 100-day EMA ($251.93),false,68.0,50.0,RSI (68.0) is above the threshold (50),true,267.37,265.62,Current price ($267.37) is above last week's close ($265.62),false,3.73,3.72,3-day ATR (3.73) is higher than 6-day ATR (3.72),2025-06-04T19:27:50,0
AEE,96.97,3,"1,496,331",false,96.97,97.03,Price ($96.97) is below the 20-day EMA ($97.03),true,96.97,96.75,Price ($96.97) is above the 100-day EMA ($96.75),false,57.6,50.0,RSI (57.6) is above the threshold (50),true,96.97,96.88,Current price ($96.97) is above last week's close ($96.88),true,1.39,1.52,3-day ATR (1.39) is lower than 6-day ATR (1.52),2025-06-04T19:36:48,0
TSCO,49.33,2,"5,652,912",false,49.33,50.04,Price ($49.33) is below the 20-day EMA ($50.04),false,49.33,52.35,Price ($49.33) is below the 100-day EMA ($52.35),false,50.8,50.0,RSI (50.8) is above the threshold (50),true,49.33,48.40,Current price ($49.33) is above last week's close ($48.40),true,1.23,1.24,3-day ATR (1.23) is lower than 6-day ATR (1.24),2025-06-04T19:38:00,0
ES,65.11,4,"2,380,724",true,65.11,63.36,Price ($65.11) is above the 20-day EMA ($63.36),true,65.11,60.96,Price ($65.11) is above the 100-day EMA ($60.96),false,62.6,50.0,RSI (62.6) is above the threshold (50),true,65.11,64.81,Current price ($65.11) is above last week's close ($64.81),true,1.00,1.27,3-day ATR (1.00) is lower than 6-day ATR (1.27),2025-06-04T19:38:07,0
HBAN,15.74,3,"23,307,293",true,15.74,15.52,Price ($15.74) is above the 20-day EMA ($15.52),true,15.74,15.51,Price ($15.74) is above the 100-day EMA ($15.51),false,55.7,50.0,RSI (55.7) is above the threshold (50),true,15.74,15.63,Current price ($15.74) is above last week's close ($15.63),false,0.36,0.29,3-day ATR (0.36) is higher than 6-day ATR (0.29),2025-06-04T19:38:16,0
CMS,70.18,1,"2,267,686",false,70.18,70.70,Price ($70.18) is below the 20-day EMA ($70.70),false,70.18,70.95,Price ($70.18) is below the 100-day EMA ($70.95),false,54.0,50.0,RSI (54.0) is above the threshold (50),false,70.18,70.23,Current price ($70.18) is below last week's close ($70.23),true,1.08,1.16,3-day ATR (1.08) is lower than 6-day ATR (1.16),2025-06-04T19:38:21,0
DGX,174.29,3,"1,039,414",true,174.29,173.67,Price ($174.29) is above the 20-day EMA ($173.67),true,174.29,169.26,Price ($174.29) is above the 100-day EMA ($169.26),false,55.9,50.0,RSI (55.9) is above the threshold (50),true,174.29,173.34,Current price ($174.29) is above last week's close ($173.34),false,2.99,2.61,3-day ATR (2.99) is higher than 6-day ATR (2.61),2025-06-04T19:38:23,0
BIIB,131.87,3,"1,662,479",true,131.87,127.39,Price ($131.87) is above the 20-day EMA ($127.39),false,131.87,132.97,Price ($131.87) is below the 100-day EMA ($132.97),false,61.5,50.0,RSI (61.5) is above the threshold (50),true,131.87,129.79,Current price ($131.87) is above last week's close ($129.79),true,3.62,3.74,3-day ATR (3.62) is lower than 6-day ATR (3.74),2025-06-04T19:38:26,0
DOW,28.09,3,"9,114,453",false,28.09,28.84,Price ($28.09) is below the 20-day EMA ($28.84),false,28.09,33.36,Price ($28.09) is below the 100-day EMA ($33.36),true,43.4,50.0,RSI (43.4) is below the threshold (50),true,28.09,27.74,Current price ($28.09) is above last week's close ($27.74),true,0.99,1.01,3-day ATR (0.99) is lower than 6-day ATR (1.01),2025-06-04T19:38:32,0
SNPS,472.44,3,"1,910,751",false,472.44,479.53,Price ($472.44) is below the 20-day EMA ($479.53),false,472.44,475.20,Price ($472.44) is below the 100-day EMA ($475.20),true,43.0,50.0,RSI (43.0) is below the threshold (50),true,472.44,463.98,Current price ($472.44) is above last week's close ($463.98),true,11.33,28.76,3-day ATR (11.33) is lower than 6-day ATR (28.76),2025-06-04T19:28:07,0
LOW,228.74,2,"3,063,222",true,228.74,226.62,Price ($228.74) is above the 20-day EMA ($226.62),false,228.74,235.07,Price ($228.74) is below the 100-day EMA ($235.07),false,58.2,50.0,RSI (58.2) is above the threshold (50),true,228.74,225.73,Current price ($228.74) is above last week's close ($225.73),false,3.63,3.58,3-day ATR (3.63) is higher than 6-day ATR (3.58),2025-06-04T19:28:14,0
ICE,179.42,2,"2,714,209",true,179.42,176.06,Price ($179.42) is above the 20-day EMA ($176.06),true,179.42,167.89,Price ($179.42) is above the 100-day EMA ($167.89),false,62.4,50.0,RSI (62.4) is above the threshold (50),false,179.42,179.80,Current price ($179.42) is below last week's close ($179.80),false,2.59,2.23,3-day ATR (2.59) is higher than 6-day ATR (2.23),2025-06-04T19:28:17,0
CME,278.71,2,"2,269,492",false,278.71,280.50,Price ($278.71) is below the 20-day EMA ($280.50),true,278.71,262.40,Price ($278.71) is above the 100-day EMA ($262.40),true,44.0,50.0,RSI (44.0) is below the threshold (50),false,278.71,289.00,Current price ($278.71) is below last week's close ($289.00),false,7.01,5.25,3-day ATR (7.01) is higher than 6-day ATR (5.25),2025-06-04T19:28:21,0
SCHW,87.70,3,"6,825,850",true,87.70,86.62,Price ($87.70) is above the 20-day EMA ($86.62),true,87.70,81.46,Price ($87.70) is above the 100-day EMA ($81.46),false,52.9,50.0,RSI (52.9) is above the threshold (50),false,87.70,88.34,Current price ($87.70) is below last week's close ($88.34),true,1.14,1.16,3-day ATR (1.14) is lower than 6-day ATR (1.16),2025-06-04T19:28:23,0
VTR,63.32,1,"2,782,506",false,63.32,64.67,Price ($63.32) is below the 20-day EMA ($64.67),false,63.32,65.18,Price ($63.32) is below the 100-day EMA ($65.18),true,41.1,50.0,RSI (41.1) is below the threshold (50),false,63.32,64.28,Current price ($63.32) is below last week's close ($64.28),false,1.21,1.05,3-day ATR (1.21) is higher than 6-day ATR (1.05),2025-06-04T19:28:28,0
FTNT,101.55,3,"5,229,396",false,101.55,102.70,Price ($101.55) is below the 20-day EMA ($102.70),true,101.55,100.31,Price ($101.55) is above the 100-day EMA ($100.31),true,44.2,50.0,RSI (44.2) is below the threshold (50),false,101.55,101.78,Current price ($101.55) is below last week's close ($101.78),true,1.78,2.21,3-day ATR (1.78) is lower than 6-day ATR (2.21),2025-06-04T19:28:34,0
TMUS,243.93,3,"3,702,595",true,243.93,243.57,Price ($243.93) is above the 20-day EMA ($243.57),false,243.93,247.05,Price ($243.93) is below the 100-day EMA ($247.05),false,52.8,50.0,RSI (52.8) is above the threshold (50),true,243.93,242.20,Current price ($243.93) is above last week's close ($242.20),true,3.29,3.72,3-day ATR (3.29) is lower than 6-day ATR (3.72),2025-06-04T19:28:35,0
MMC,233.42,3,"1,606,369",true,233.42,230.41,Price ($233.42) is above the 20-day EMA ($230.41),true,233.42,228.02,Price ($233.42) is above the 100-day EMA ($228.02),false,60.4,50.0,RSI (60.4) is above the threshold (50),false,233.42,233.66,Current price ($233.42) is below last week's close ($233.66),true,3.78,3.96,3-day ATR (3.78) is lower than 6-day ATR (3.96),2025-06-04T19:28:37,0
RSG,254.35,2,"1,434,727",true,254.35,251.68,Price ($254.35) is above the 20-day EMA ($251.68),true,254.35,237.39,Price ($254.35) is above the 100-day EMA ($237.39),false,56.2,50.0,RSI (56.2) is above the threshold (50),false,254.35,257.29,Current price ($254.35) is below last week's close ($257.29),false,3.65,3.26,3-day ATR (3.65) is higher than 6-day ATR (3.26),2025-06-04T19:28:39,0
NOW,1016.33,4,"1,206,877",true,1016.33,999.19,Price ($1016.33) is above the 20-day EMA ($999.19),true,1016.33,952.08,Price ($1016.33) is above the 100-day EMA ($952.08),false,52.1,50.0,RSI (52.1) is above the threshold (50),true,1016.33,1011.09,Current price ($1016.33) is above last week's close ($1011.09),true,14.33,16.63,3-day ATR (14.33) is lower than 6-day ATR (16.63),2025-06-04T19:28:20,0
CL,90.91,1,"4,827,664",false,90.91,91.45,Price ($90.91) is below the 20-day EMA ($91.45),false,90.91,91.56,Price ($90.91) is below the 100-day EMA ($91.56),true,48.1,50.0,RSI (48.1) is below the threshold (50),false,90.91,92.94,Current price ($90.91) is below last week's close ($92.94),false,1.52,1.47,3-day ATR (1.52) is higher than 6-day ATR (1.47),2025-06-04T19:28:22,0
PGR,282.48,2,"2,779,684",true,282.48,281.46,Price ($282.48) is above the 20-day EMA ($281.46),true,282.48,271.89,Price ($282.48) is above the 100-day EMA ($271.89),false,56.9,50.0,RSI (56.9) is above the threshold (50),false,282.48,284.93,Current price ($282.48) is below last week's close ($284.93),false,7.49,6.38,3-day ATR (7.49) is higher than 6-day ATR (6.38),2025-06-04T19:28:25,0
ELV,381.96,2,"1,912,525",false,381.96,390.65,Price ($381.96) is below the 20-day EMA ($390.65),false,381.96,404.22,Price ($381.96) is below the 100-day EMA ($404.22),true,46.5,50.0,RSI (46.5) is below the threshold (50),false,381.96,383.84,Current price ($381.96) is below last week's close ($383.84),true,9.32,9.42,3-day ATR (9.32) is lower than 6-day ATR (9.42),2025-06-04T19:28:29,0
WM,239.48,2,"1,654,894",true,239.48,235.43,Price ($239.48) is above the 20-day EMA ($235.43),true,239.48,227.96,Price ($239.48) is above the 100-day EMA ($227.96),false,63.0,50.0,RSI (63.0) is above the threshold (50),false,239.48,240.97,Current price ($239.48) is below last week's close ($240.97),false,3.04,2.93,3-day ATR (3.04) is higher than 6-day ATR (2.93),2025-06-04T19:28:34,0
CI,310.60,2,"1,462,682",false,310.60,317.23,Price ($310.60) is below the 20-day EMA ($317.23),false,310.60,316.91,Price ($310.60) is below the 100-day EMA ($316.91),true,42.3,50.0,RSI (42.3) is below the threshold (50),false,310.60,316.64,Current price ($310.60) is below last week's close ($316.64),true,4.89,5.52,3-day ATR (4.89) is lower than 6-day ATR (5.52),2025-06-04T19:28:36,0
VRTX,446.42,1,"1,444,857",false,446.42,447.95,Price ($446.42) is below the 20-day EMA ($447.95),false,446.42,464.69,Price ($446.42) is below the 100-day EMA ($464.69),false,54.2,50.0,RSI (54.3) is above the threshold (50),true,446.42,442.05,Current price ($446.42) is above last week's close ($442.05),false,8.73,8.25,3-day ATR (8.73) is higher than 6-day ATR (8.25),2025-06-04T19:28:37,0
GILD,108.95,2,"7,469,773",true,108.95,106.85,Price ($108.95) is above the 20-day EMA ($106.85),true,108.95,103.62,Price ($108.95) is above the 100-day EMA ($103.62),false,58.8,50.0,RSI (58.8) is above the threshold (50),false,108.95,110.08,Current price ($108.95) is below last week's close ($110.08),false,3.08,2.77,3-day ATR (3.08) is higher than 6-day ATR (2.77),2025-06-04T19:28:39,0
HON,227.84,4,"3,612,782",true,227.84,221.59,Price ($227.84) is above the 20-day EMA ($221.59),true,227.84,215.29,Price ($227.84) is above the 100-day EMA ($215.29),false,64.6,50.0,RSI (64.6) is above the threshold (50),true,227.84,226.67,Current price ($227.84) is above last week's close ($226.67),true,2.82,3.01,3-day ATR (2.82) is lower than 6-day ATR (3.01),2025-06-04T19:28:40,0
ABNB,134.14,3,"5,749,606",true,134.14,129.65,Price ($134.14) is above the 20-day EMA ($129.65),true,134.14,128.55,Price ($134.14) is above the 100-day EMA ($128.55),false,64.1,50.0,RSI (64.1) is above the threshold (50),true,134.14,129.00,Current price ($134.14) is above last week's close ($129.00),false,3.18,3.12,3-day ATR (3.18) is higher than 6-day ATR (3.12),2025-06-04T19:28:41,0
MDT,85.81,2,"9,792,399",true,85.81,83.91,Price ($85.81) is above the 20-day EMA ($83.91),false,85.81,85.91,Price ($85.81) is below the 100-day EMA ($85.91),false,65.5,50.0,RSI (65.5) is above the threshold (50),true,85.81,82.98,Current price ($85.81) is above last week's close ($82.98),false,1.62,1.49,3-day ATR (1.62) is higher than 6-day ATR (1.49),2025-06-04T19:28:23,0
CB,292.44,2,"1,572,641",true,292.44,291.48,Price ($292.44) is above the 20-day EMA ($291.48),true,292.44,286.19,Price ($292.44) is above the 100-day EMA ($286.19),false,54.5,50.0,RSI (54.5) is above the threshold (50),false,292.44,297.20,Current price ($292.44) is below last week's close ($297.20),false,5.91,5.52,3-day ATR (5.91) is higher than 6-day ATR (5.52),2025-06-04T19:28:27,0
TT,434.72,3,"1,117,284",true,434.72,419.59,Price ($434.72) is above the 20-day EMA ($419.59),true,434.72,383.79,Price ($434.72) is above the 100-day EMA ($383.79),false,65.2,50.0,RSI (65.2) is above the threshold (50),true,434.72,430.27,Current price ($434.72) is above last week's close ($430.27),false,5.89,5.55,3-day ATR (5.89) is higher than 6-day ATR (5.55),2025-06-04T19:28:34,0
FI,163.95,3,"7,127,053",false,163.95,169.37,Price ($163.95) is below the 20-day EMA ($169.37),false,163.95,196.39,Price ($163.95) is below the 100-day EMA ($196.39),true,47.9,50.0,RSI (47.9) is below the threshold (50),true,163.95,162.79,Current price ($163.95) is above last week's close ($162.79),true,3.40,3.59,3-day ATR (3.40) is lower than 6-day ATR (3.59),2025-06-04T19:28:35,0
XOM,102.52,2,"15,818,997",false,102.52,104.47,Price ($102.52) is below the 20-day EMA ($104.47),false,102.52,108.58,Price ($102.52) is below the 100-day EMA ($108.58),true,41.8,50.0,RSI (41.8) is below the threshold (50),true,102.52,102.30,Current price ($102.52) is above last week's close ($102.30),false,2.23,1.99,3-day ATR (2.23) is higher than 6-day ATR (1.99),2025-06-04T19:28:37,0
BMY,48.13,2,"12,005,078",true,48.13,47.92,Price ($48.13) is above the 20-day EMA ($47.92),false,48.13,52.71,Price ($48.13) is below the 100-day EMA ($52.71),false,57.1,50.0,RSI (57.2) is above the threshold (50),false,48.13,48.28,Current price ($48.13) is below last week's close ($48.28),true,1.03,1.03,3-day ATR (1.03) is lower than 6-day ATR (1.03),2025-06-04T19:28:38,0
COST,1052.00,4,"2,032,442",true,1052.00,1022.93,Price ($1052.00) is above the 20-day EMA ($1022.93),true,1052.00,985.74,Price ($1052.00) is above the 100-day EMA ($985.74),false,67.2,50.0,RSI (67.2) is above the threshold (50),true,1052.00,1040.18,Current price ($1052.00) is above last week's close ($1040.18),true,19.50,22.43,3-day ATR (19.50) is lower than 6-day ATR (22.43),2025-06-04T19:28:39,0
CHTR,391.59,3,"1,299,639",false,391.59,398.94,Price ($391.59) is below the 20-day EMA ($398.94),true,391.59,377.36,Price ($391.59) is above the 100-day EMA ($377.36),true,41.0,50.0,RSI (41.0) is below the threshold (50),false,391.59,396.27,Current price ($391.59) is below last week's close ($396.27),true,9.55,10.10,3-day ATR (9.55) is lower than 6-day ATR (10.10),2025-06-04T19:28:40,0
D,56.48,3,"5,788,918",true,56.48,55.87,Price ($56.48) is above the 20-day EMA ($55.87),true,56.48,55.15,Price ($56.48) is above the 100-day EMA ($55.15),false,57.4,50.0,RSI (57.4) is above the threshold (50),false,56.48,56.67,Current price ($56.48) is below last week's close ($56.67),true,0.87,1.01,3-day ATR (0.87) is lower than 6-day ATR (1.01),2025-06-04T19:33:50,0
LMT,484.30,4,"1,162,724",true,484.30,473.72,Price ($484.30) is above the 20-day EMA ($473.72),true,484.30,471.99,Price ($484.30) is above the 100-day EMA ($471.99),false,62.9,50.0,RSI (62.9) is above the threshold (50),true,484.30,482.38,Current price ($484.30) is above last week's close ($482.38),true,6.55,8.37,3-day ATR (6.55) is lower than 6-day ATR (8.37),2025-06-04T19:28:23,0
AMT,215.24,3,"2,207,908",true,215.24,214.03,Price ($215.24) is above the 20-day EMA ($214.03),true,215.24,208.79,Price ($215.24) is above the 100-day EMA ($208.79),false,56.3,50.0,RSI (56.3) is above the threshold (50),true,215.24,214.65,Current price ($215.24) is above last week's close ($214.65),false,3.56,3.36,3-day ATR (3.56) is higher than 6-day ATR (3.36),2025-06-04T19:28:26,0
HD,373.38,2,"3,157,852",true,373.38,369.07,Price ($373.38) is above the 20-day EMA ($369.07),false,373.38,375.47,Price ($373.38) is below the 100-day EMA ($375.47),false,59.4,50.0,RSI (59.4) is above the threshold (50),true,373.38,368.29,Current price ($373.38) is above last week's close ($368.29),false,5.57,5.21,3-day ATR (5.57) is higher than 6-day ATR (5.21),2025-06-04T19:28:31,0
MDLZ,66.83,2,"6,381,300",true,66.83,66.53,Price ($66.83) is above the 20-day EMA ($66.53),true,66.83,65.02,Price ($66.83) is above the 100-day EMA ($65.02),false,56.6,50.0,RSI (56.6) is above the threshold (50),false,66.83,67.49,Current price ($66.83) is below last week's close ($67.49),false,0.89,0.87,3-day ATR (0.89) is higher than 6-day ATR (0.87),2025-06-04T19:28:34,0
WELL,152.72,2,"2,689,019",true,152.72,150.74,Price ($152.72) is above the 20-day EMA ($150.74),true,152.72,146.00,Price ($152.72) is above the 100-day EMA ($146.00),false,56.7,50.0,RSI (56.7) is above the threshold (50),false,152.72,154.28,Current price ($152.72) is below last week's close ($154.28),false,3.20,3.00,3-day ATR (3.20) is higher than 6-day ATR (3.00),2025-06-04T19:28:36,0
LLY,766.52,3,"3,454,126",true,766.52,750.24,Price ($766.52) is above the 20-day EMA ($750.24),false,766.52,786.59,Price ($766.52) is below the 100-day EMA ($786.59),false,64.4,50.0,RSI (64.4) is above the threshold (50),true,766.52,737.67,Current price ($766.52) is above last week's close ($737.67),true,18.02,18.08,3-day ATR (18.02) is lower than 6-day ATR (18.08),2025-06-04T19:28:38,0
O,56.05,1,"4,751,981",false,56.05,56.13,Price ($56.05) is below the 20-day EMA ($56.13),false,56.05,56.09,Price ($56.05) is below the 100-day EMA ($56.09),true,49.8,50.0,RSI (49.8) is below the threshold (50),false,56.05,56.62,Current price ($56.05) is below last week's close ($56.62),false,0.79,0.73,3-day ATR (0.79) is higher than 6-day ATR (0.73),2025-06-04T19:34:13,0
TXN,191.52,3,"7,203,540",true,191.52,181.36,Price ($191.52) is above the 20-day EMA ($181.36),true,191.52,179.54,Price ($191.52) is above the 100-day EMA ($179.54),false,65.9,50.0,RSI (65.9) is above the threshold (50),true,191.52,182.85,Current price ($191.52) is above last week's close ($182.85),false,4.33,4.13,3-day ATR (4.33) is higher than 6-day ATR (4.13),2025-06-04T19:28:39,0
VZ,43.48,2,"13,758,560",false,43.48,43.57,Price ($43.48) is below the 20-day EMA ($43.57),true,43.48,42.98,Price ($43.48) is above the 100-day EMA ($42.98),true,49.5,50.0,RSI (49.5) is below the threshold (50),false,43.48,43.96,Current price ($43.48) is below last week's close ($43.96),false,0.58,0.57,3-day ATR (0.58) is higher than 6-day ATR (0.57),2025-06-04T19:28:40,0
DHR,193.48,2,"3,491,165",true,193.48,191.69,Price ($193.48) is above the 20-day EMA ($191.69),false,193.48,203.36,Price ($193.48) is below the 100-day EMA ($203.36),false,57.8,50.0,RSI (57.8) is above the threshold (50),true,193.48,189.90,Current price ($193.48) is above last week's close ($189.90),false,4.61,3.94,3-day ATR (4.61) is higher than 6-day ATR (3.94),2025-06-04T19:28:39,0
MMM,147.44,3,"2,765,225",true,147.44,147.21,Price ($147.44) is above the 20-day EMA ($147.21),true,147.44,142.90,Price ($147.44) is above the 100-day EMA ($142.90),true,48.2,50.0,RSI (48.2) is below the threshold (50),false,147.44,148.35,Current price ($147.44) is below last week's close ($148.35),false,3.13,2.57,3-day ATR (3.13) is higher than 6-day ATR (2.57),2025-06-04T19:28:41,0
V,367.48,3,"5,066,199",true,367.48,358.84,Price ($367.48) is above the 20-day EMA ($358.84),true,367.48,342.39,Price ($367.48) is above the 100-day EMA ($342.39),false,66.8,50.0,RSI (66.8) is above the threshold (50),true,367.48,365.19,Current price ($367.48) is above last week's close ($365.19),false,4.89,4.59,3-day ATR (4.89) is higher than 6-day ATR (4.59),2025-06-04T19:28:41,0
